"Name","State","Created","Runtime","OOF Score","Score_0","Score_1","Score_2","Score_3","Score_4"
"ft-effnetb3-cv-competition-loss","finished","2025-11-28T09:51:52.000Z","6809","0.6886868521553204","0.7222395539283752","0.6386376619338989","0.6390771269798279","0.6523000597953796","0.6034008860588074"
"ft-effnetb3-cv","finished","2025-11-28T08:12:12.000Z","5948","0.6133190423389386","0.7172017097473145","0.6779528856277466","0.4548702836036682","0.6070719957351685","0.4479921460151672"
"mlae-dinov3-cv","finished","2025-11-27T14:36:03.000Z","55544","0.6648919174686253","0.754999041557312","0.7346930503845215","0.5575191974639893","0.6229557394981384","0.5276147127151489"
"frozen-dinov3-autogluon-cv","finished","2025-11-27T09:33:55.000Z","18110","0.667801115254312","0.6650595664978027","0.6612058877944946","0.7127485275268555","0.5382217168807983","0.4952953457832336"
